特征1,特征2,特征3,特征4,特征5,特征6,特征7,特征8,特征9,特征10,特征11
0.028431814884413546,0.06340505752969368,-0.2833987385381606,-0.12096800081745115,0.5154087768520554,0.14088244354400276,0.06334800822263881,-0.003221602859115304,0.002596876092012151,-0.07838244094176466,0.004404612758416608
-0.08208821486904139,-0.05226106073749085,0.02559322750534058,0.009123766956796673,-0.41440589928653704,0.021220121466725493,-0.017143167815788788,-0.022548426511767,-0.003027516898155511,0.0386891110313179,0.021028090846556387
-0.18093017975442965,0.01768498039324917,-1.106336575059822,-0.19663407731991533,0.44172575524862256,0.09138699925774604,0.02142492355890799,-0.003874310444308438,0.004839904006062955,-0.0785690879294684,-0.06914237393404835
0.7740189367185912,0.058333191587039174,0.051738804376027826,0.09299209153247663,0.4107236274500987,-0.04459502667693019,0.019623555506419872,0.06282799109426228,0.0024063329424017345,0.020184298686053585,0.08105166574202895
-0.9101404045701725,0.023883263888920096,-0.46531696286496377,-0.1138096970148694,0.16182245593252031,0.08789144398899662,0.007778088130154727,-0.02853705654636427,-0.0008223657887024187,-0.05798548688764867,-0.03158362465759428
0.16230537870180153,-0.10964401736845772,0.655033701900454,0.11441854411522348,-0.6580941044190025,-0.1307017046137723,-0.02888444358917038,0.061495380310497054,0.0032039753905159407,0.07184651830025188,-0.011947857372176926
0.12648780330342543,0.026351252860730652,-0.2022156965393171,-0.07381727461132447,0.6849620305860791,0.17512333211698639,0.05861927675594546,-0.007182710614755385,0.007726441637583328,-0.07210092848131801,0.03013903632073564
0.4125909624114178,-0.11153127294955296,-0.5382080689468575,-0.025445942505259948,0.22257874352296061,0.013060900304473396,0.0121422155426724,-0.03032678188796984,-0.01271096731789256,-0.04914842417503054,-0.0026923616961160753
-0.7301414164097827,0.006902889908505695,-0.1993529517162173,0.014136282422280927,0.1458175168533557,0.04721073566183853,0.00203199882198769,-0.02968714444446019,-0.0039722388135630116,-0.026225919522018946,-0.011444481337153829
0.3218576114511877,0.07045505974974833,0.06250279806240072,-0.007933774531252855,0.6135475467723518,0.051497157007184394,0.031864588608779755,-0.023540761473531662,-0.0024076929205500146,-0.04401291771356129,0.008832490599958958
0.06430916464703977,-0.11880043056756112,0.3804636014341443,0.005286506263725117,-0.719232551415946,-0.12245048471593731,-0.046385647391724294,0.005584774063416107,-0.008847200116498918,0.04203305113311296,-0.04725341260999901
0.643575246966312,-0.06054467649335042,1.2454404269282005,0.19835152917479784,-0.8779817237183561,-0.24584638172565682,-0.07452923146975854,0.047294325175473495,0.010481864365695174,0.19732387183413128,-0.014522508732725163
-0.145999911071046,0.0022027486107670823,-1.0903254601821684,-0.17197515947659386,0.347609981345422,0.09081399821661777,0.0094760221706492,-0.020038054084176433,0.002661809488909957,-0.06000874447072352,-0.037708713745777764
0.18287611209236412,-0.06965662934620391,0.45149945202973435,0.10549995072523181,-0.7166681246324843,-0.15760312820700934,-0.044862852049840224,0.043155228849417526,0.0012189018990893087,0.05772094876018124,0.0005586365199666953
-0.6866548686507828,0.031000892575705728,-0.20332997574283185,0.020460418696552168,0.14100252958932774,0.05474274684710312,0.011234303980922936,-0.002341875074953382,-0.0028597603070644323,-0.015473487512843224,-0.028930959816395124
-0.9831389685604883,-0.03583253869188757,-0.26090539913298244,-0.06865171140737732,0.12988793179943528,0.06260679906846203,0.005377618963937417,-0.02905734504842551,-0.004038408302915309,-0.03492274803104203,-0.020175883775842333
-0.17639226047301562,0.060898615495004194,-0.10680094030838469,-0.03866499869090888,-0.3079692568764498,0.05456601568836056,-0.004689887601518823,-0.026138557714743462,0.002070139026356537,0.0029230980293716217,0.039886416331501286
0.19047247140848766,-0.1318948264820319,0.688241117647866,0.1777489679932642,-0.611878873051343,-0.16361543721051336,-0.05974972456875932,0.05622561722271545,0.002398407167665995,0.052490405346644925,-0.041794587797268815
0.4221235119830612,0.0026366994184944116,0.33590352799147305,0.07468719637027374,0.5211813048597309,-0.026922553514556583,0.027485454964634042,-0.012527466895048668,0.0023019448826549745,0.00441320442210743,0.12673450032065933
0.3627710499976161,-0.029675669677293917,-0.6434497057884337,-0.06992403122249535,0.3351298573317924,0.0847062709451263,0.016354305534103945,-0.016390223066200218,-0.003551398155913585,-0.06105382415167443,-0.011636091734546359
-0.18931454049780932,0.024933384513892133,-0.4764275054409832,-0.19815907426970472,-0.04537903102936174,0.06945471826431111,0.023723284986103595,-0.025267932874381033,0.003022409196568779,-0.03781006344764244,-0.038675829775092416
0.8311645721750056,0.0375114470008132,0.14510631939901067,0.08171627665811461,0.37556614653215337,-0.05958900338692591,0.010127303762772745,0.04973838309355993,0.008488198809753418,0.05073071423800427,0.04392491664856543
